title,abstract,year,date,keywords,author,isbn,volume,pages,pid,type,periodical,related url,notes
Evaluation of Cooperativity for Phase-Transitions in Two-Dimensional and 3-Dimensional Systems,,1980,1980-01-01T00:00:00Z,Biochemistry & Molecular Biology,"Stankowski, S.",0301-4622,12,167-176,10.1016/0301-4622(80)80049-4,Journal Article,Biophysical Chemistry,<Go to ISI>://WOS:A1980KN44800003,"ISI Document Delivery No.: KN448 Times Cited: 11 Cited Reference Count: 29 Cited References: ALBON N, 1978, P NATL ACAD SCI USA, V75, P2258, DOI 10.1073/pnas.75.5.2258 BROOKSHARRIS A, 1974, J PHYS C, V7, P1671 DONIACH S, 1978, J CHEM PHYS, V68, P4912, DOI 10.1063/1.435647 FISHER ME, 1964, J MATH PHYS, V5, P944, DOI 10.1063/1.1704197 FISHER ME, 1967, PHYS REV, V156, P583, DOI 10.1103/PhysRev.156.583 GRUENEWALD B, 1979, FEBS LETT, V102, P227, DOI 10.1016/0014-5793(79)80006-X GRUENEWALD B, 1980, BIOCHIM BIOPHYS ACTA, V597, P41, DOI 10.1016/0005-2736(80)90148-0 HILL TL, 1962, INTRO STATISTICAL TH HINZ H, 1972, J BIOL CHEM, V247, P6071 KANEHISA MI, 1978, J AM CHEM SOC, V100, P424, DOI 10.1021/ja00470a011 LEE A G, 1975, Progress in Biophysics and Molecular Biology, V29, P3 LENTZ BR, 1976, BIOCHEMISTRY-US, V15, P4521, DOI 10.1021/bi00665a029 LIFSON S, 1964, J CHEM PHYS, V40, P3705, DOI 10.1063/1.1725077 MABREY S, 1976, P NATL ACAD SCI USA, V73, P3862, DOI 10.1073/pnas.73.11.3862 MARSH D, 1977, BIOCHIM BIOPHYS ACTA, V465, P500, DOI 10.1016/0005-2736(77)90268-1 MASTRANGELO SVR, 1955, J AM CHEM SOC, V77, P6200, DOI 10.1021/ja01628a037 MCGHEE JD, 1974, J MOL BIOL, V86, P469, DOI 10.1016/0022-2836(74)90031-X PINK DA, 1978, PHYS LETT A, V66, P157, DOI 10.1016/0375-9601(78)90026-9 RUSHBROOKE GS, 1972, J PHYS PART C SOLID, V5, P3371, DOI 10.1088/0022-3719/5/23/010 SATO H, 1959, J PHYS CHEM SOLIDS, V10, P19, DOI 10.1016/0022-3697(59)90121-0 SCHWARZ G, 1971, BERICH BUNSEN GESELL, V75, P40 SCHWARZ G, 1968, BIOPOLYMERS, V6, P873, DOI 10.1002/bip.1968.360060610 STANKOWSKI S, 1979, THESIS U BASEL SWITZ Stanley HE, 1971, INTRO PHASE TRANSITI STURTEVANT JM, 1974, ANNU REV BIOPHYS BIO, V3, P35, DOI 10.1146/annurev.bb.03.060174.000343 TARKO HB, 1975, PHYS REV B, V11, P1217, DOI 10.1103/PhysRevB.11.1217 WATSON PG, 1972, PHASE TRANSITIONS CR, V2 WATTS A, 1978, BIOCHEMISTRY-US, V17, P1792, DOI 10.1021/bi00602a034 ZIMM BH, 1959, J CHEM PHYS, V31, P526, DOI 10.1063/1.1730390 Stankowski, s gruenewald, b 11 0 4 Elsevier science bv Amsterdam 1873-4200"
,,,,Biophysics,"Gruenewald, B.",,,,,,,,
,,,,Chemistry,,,,,,,,,
Phosphorylation of Myelin Basic-Protein by Vaccinia Virus Cores,,1976,1976-01-01T00:00:00Z,Pediatrics,"Steck, A. J.",0031-3998,10,895-895,10.1203/00006450-197610000-00141,Journal Article,Pediatric Research,<Go to ISI>://WOS:A1976CP20900139,"ISI Document Delivery No.: CP209 Times Cited: 0 Cited Reference Count: 0 Steck, aj schaefer, r siegrist, p herschkowitz, n 0 Williams & wilkins Baltimore"
,,,,,"Schaefer, R.",,,,,,,,
,,,,,"Siegrist, P.",,,,,,,,
,,,,,"Herschkowitz, N.",,,,,,,,
Phosphorylation of myelin basic protein by vaccinia virus cores,"PROTEIN kinases, catalysing the transfer of the γ phosphate from ATP to serine and threonine residues in protein substrates have been described in several enveloped viruses1-3. Vaccinia virus contains a protein kinase that has recently been well characterised4: it is located within the viral core, is not stimulated by cyclic mononucleotides and phosphorylates at least two viral acceptor proteins. The biological functions of the protein kinase and acceptor proteins are unknown, but it is possible that the viral protein kinase could also act on host proteins, thus providing a mechanism by which the virus could modify or control host processes on infection1. Vaccinia virus can induce a demyelinisation after experimental infection, but the mechanism for this is poorly understood 5. It has been suggested that direct viral action on membranes may have a role in the pathogenesis of virus-induced demyelinisation6. We have therefore investigated the ability of vaccinia virus cores to phosphorylate human myelin membranes in an in vitro system and report here that they can phosphorylate purified myelin basic protein as well as basic protein in the myelin sheath. © 1976 Nature Publishing Group.",1976,1976-01-01T00:00:00Z,nucleoprotein,"Steck, A. J.",00280836 (ISSN),263,436-438,10.1038/263436a0,Journal Article,Nature,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017091379&doi=10.1038%2f263436a0&partnerID=40&md5=872b5ed311927c2a2f8f48cd99e73993,"Cited By :12 Export Date: 25 January 2021 Correspondence Address: Steck, A.J.; Department of Pediatrics, , CH-30IO Bern, Switzerland Chemicals/CAS: Phosphates; Protein Kinases, EC 2.7.1.37 References: Strand, M., August, J.T., (1971) Nature new Biol, 233, pp. 137-140; Randall, C.C., Rodgers, H.W., Downer, D.N., Gentry, G.A., (1972) J. Virol, 9, pp. 216-222; Silberstein, H., August, J.T., (1973) J. Virol, 12, pp. 511-522; Kleiman, J.H., Moss, B., (1975) J. biol. Chem, 250, pp. 2420-2437; Simon, J., Hochstein-Mintzel, V., Huber, H.C., Zinn, K.H., Stickl, H., (1975) Zbl. Bakt. Hyg., I, Abt. Orig, A232, pp. 8-17; Harter, D.H., Choppin, P.W., (1971) Immunological disorders of the nervous system, pp. 342-355. , (William and Wilkins, Baltimore); Paoletti, E., Moss, B., (1972) J. Virol, 10, pp. 417-424; Norton, W.T., (1971) Adv. exp Med. Biol, 13, pp. 327-337. , (Plenum, New York); Oshiro, Y., Eylar, E.H., (1970) Arch. Biochem. Biophys, 138, pp. 392-396; Steck, A.J., Appel, S.H., (1974) J. biol. Chem, 249, pp. 5416-5420; Schäfer, R., Franklin, R.M., (1975) FEBS Lett, 58, pp. 265-268; Kaerlin, M., Horak, I., (1976) Nature, 259, pp. 150-151; Miyamoto, E., Kakiuchi, S., (1974) J. biol. Chem, 249, pp. 2769-2777; Fenner, F., McAuslan, B.R., Mims, C.A., Sambrook, J., White, D.O., (1974) The Biology of Animal Viruses, pp. 207-220. , (Academic, New York and London)"
,,,,virus protein,"Siegrist, P.",,,,,,,,
,,,,in vitro study,"Herschkowitz, N.",,,,,,,,
,,,,microorganism,"Schaefer, R.",,,,,,,,
,,,,theoretical study,,,,,,,,,
,,,,vaccinia virus,,,,,,,,,
,,,,virus,,,,,,,,,
,,,,Cell-Free System,,,,,,,,,
,,,,Phosphates,,,,,,,,,
,,,,Protein Kinases,,,,,,,,,
Preparation of membrane vesicles from isolated myelin. Studies on functional and structural properties,"Myelin membranes purified from bovine brain are shown to form membrane vesicles when incubated in hypotonic buffer. Following restoration of isotonicity a resealing of the membrane occurs as judged by a significant decrease in 22Na+ permeability. Electron spin resonance measurements using stearic acid spin label I indicate a small decrease in membrane fluidity with increasing ionic strength between 50 and 80 mM NaCl. Iodination of myelin membrane vesicles by lactoperoxidase shows a four-fold increase in the amount of iodine incorporation into the myelin basic protein from 0-150 mM NaCl, while the iodination of the proteolipid protein remains essentially unaffected by the change in ionic strength. This dependence of the iodination of the myelin basic protein on the ionic strength can be explained by the electrostatic interactions of this protein with membrane lipids. In view of striking analogies with studies on model membranes correlating protein binding with membrane permeability changes, we suggest a similar structure-function relationship for the myelin basic protein. © 1978.",1978,1978-01-01T00:00:00Z,myelin,"Steck, A. J.",00052736 (ISSN),509,397-409,10.1016/0005-2736(78)90234-1,Journal Article,BBA - Biomembranes,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017859529&doi=10.1016%2f0005-2736%2878%2990234-1&partnerID=40&md5=2cc826ed33a604321d7d5c8021578186,"Cited By :12 Export Date: 25 January 2021 CODEN: BBBMB Correspondence Address: Steck, A.J.; Departments of Pediatrics and Biochemistry, , Bern, Switzerland Chemicals/CAS: Iodides; Lactoperoxidase, 1.11.1.-; Membranes, Artificial; Myelin Proteins; Sodium, 7440-23-5 Funding details: Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung, SNF Funding text 1: The authors wish to thank Dr. C. Rothen for preparation of the electron micrographs and Dr. J. Seelig for helpful discussions. The technical assistance of Miss M. Bieri and the help of Miss I. Sutter for the preparation of the manu-scipt are gratefully acknowledged. This investigation was supported in part by grants numbers 3.660-0.75 and 3.574.75 from the Swiss National Science Foundation. References: Carnegie, Dunkley, Kemp, Murray, (1973) Biochem. J., 135, pp. 569-572; Miyamoto, Kakiuchi, (1974) J. Biol. Chem., 249, pp. 2769-2777; Steck, Appel, (1974) J. Biol. Chem., 249, pp. 5416-5420; De Lorenzo, Walton, Curran, Greengard, Regulation of Phosphorylation of a Specific Protein in Toad-Bladder Membrane by Antidiuretic Hormone and Cyclic AMP, and Its Possible Relationship to Membrane Permeability Changes (1973) Proceedings of the National Academy of Sciences, 70, pp. 880-884. , 3rd edn; Weller, Morgan, (1977) Biochim. Biophys. Acta, 465, pp. 527-534; Rudolph, Greengard, (1974) J. Biol. Chem., 249, pp. 5684-5687; Greengard, (1976) Nature, 260, pp. 101-108; Staempfli, (1954) Physiol. Rev., 34, pp. 101-112; Hill, Howarth, The Initial Heat Production of Stimulated Nerve (1958) Proceedings of the Royal Society B: Biological Sciences, 149, pp. 167-175. , 3rd edn; Livingston, Pfenninger, Moor, Akert, (1973) Brain Res., 58, pp. 1-24; Steck, Wallach, (1970) Methods of Cancer Research, 5, pp. 93-153. , 3rd edn., H. Busch, Academic Press, New York; Steck, (1974) Methods in Membrane Biology, 2, pp. 245-281. , 3rd edn., E.D. Korn, Plenum Press, New York; Steck, Kant, (1974) Methods in Enzymology, 31 A, pp. 172-180. , 3rd edn., S. Fleischer, L. Packer; Bennet, Cuatrecasas, Preparation of inverted plasma membrane vesicles from isolated adipocytes (1973) Biochimica et Biophysica Acta (BBA) - Biomembranes, 311, pp. 362-380; De Meis, Carvalho, (1976) J. Biol. Chem., 251, pp. 1413-1417; Norton, Recent Developments in the Investigation of Purified Myelin (1971) Adv. Exp. Med. Biol., 13, pp. 327-337; Laemmli, (1970) Nature, 227, pp. 680-685; O'Farrel, (1975) J. Biol. Chem., 250, pp. 4007-4021; Lowry, Rosebrough, Farr, Randall, (1951) J. Biol. Chem., 193, pp. 265-275; Folch-Pi, Lees, Sloane-Stanley, (1957) J. Biol. Chem., 226, pp. 497-509; Keith, Waggoner, Griffith, (1968) Proc. Natl. Acad. Sci. U.S., 61, pp. 819-826. , 3rd edn; Landsberger, Lenard, Paxton, Compans, (1971) Proc. Natl. Acad. Sci. U.S., 68, pp. 2579-2583. , 3rd edn; Poduslo, Braun, (1975) J. Biol. Chem., 250, pp. 1099-1105; Ramsey, Davison, (1974) J. Lipid Res., 15, pp. 249-255; Wilbrandt, (1969) Experientia, 25, pp. 673-677; Butterfield, Chesnut, Roses, Appel, (1974) Proc. Natl. Acad. Sci. U.S., 71, pp. 909-913. , 3rd edn; Phillips, Morrison, (1971) Biochemistry, 10, pp. 1766-1771; Fujimoto, Roots, Burton, Agrawal, (1976) Biochim. Biophys. Acta, 426, pp. 659-668; Lutz, Barber, McGuire, (1976) J. Biol. Chem., 251, pp. 3500-3510; Bodemann, Passow, (1972) J. Membrane Biol., 8, pp. 1-26; Chin, Goldstein, (1977) Science, 196, pp. 684-685; Chapman, (1975) Q. Rev. Biophys., 8, pp. 185-235; Melchior, Stein, (1976) Annu. Rev. Biophys. Bioeng., 5, pp. 205-238; TrÃ¤uble, Eibl, Electrostatic Effects on Lipid Phase Transitions: Membrane Structure and Ionic Environment (1974) Proceedings of the National Academy of Sciences, 71, pp. 214-219. , 3rd edn; Palmer, Dawson, (1969) Biochem. J., 111, pp. 637-646; Demel, London, Geurts van Kessel, Vossenberg, van Deenen, (1973) Biochim. Biophys. Acta, 311, pp. 507-519; Steck, Siegrist, Zahler, Herschkowitz, (1976) Biochim. Biophys. Acta, 455, pp. 343-352; Kimelberg, Papahadjopoulos, (1971) J. Biol. Chem., 246, pp. 1142-1148; Papahadjopoulos, Vail, Moscarello, (1975) J. Membrane Biol., 22, pp. 143-164; Papahadjopoulos, Moscarello, Eylar, Isac, (1975) Biochim. Biophys. Acta, 401, pp. 317-335; Wood, Epand, Moscarello, (1977) Biochim. Biophys. Acta, 467, pp. 120-129; Hemminki, (1974) Biochim. Biophys. Acta, 363, pp. 202-210; Schlaepfer, (1977) Nature, 265, pp. 734-736"
,,,,membrane vesicle,"Siegrist, P.",,,,,,,,
,,,,Electron Spin Resonance Spectroscopy,"Zahler, P.",,,,,,,,
,,,,Iodides,"Herschkowitz, N. N.",,,,,,,,
,,,,Lactoperoxidase,"Schaefer, R.",,,,,,,,
,,,,"Membranes, Artificial",,,,,,,,,
,,,,"Models, Chemical",,,,,,,,,
,,,,Myelin Proteins,,,,,,,,,
,,,,Osmolar Concentration,,,,,,,,,
,,,,Permeability,,,,,,,,,
,,,,Sodium,,,,,,,,,
Morphogenesis of Bacteriophages,,1977,1977-01-01T00:00:00Z,Science & Technology - Other Topics,"Steven, A.",0029-5671,8,26-36,,Journal Article,Recherche,<Go to ISI>://WOS:A1977CR47400003,"ISI Document Delivery No.: CR474 Times Cited: 2 Cited Reference Count: 9 Cited References: BIJLENGA RKL, 1976, J MOL BIOL, V103, P469, DOI 10.1016/0022-2836(76)90213-8 CASPAR DLD, 1962, COLD SPRING HARB SYM, V27, P1, DOI 10.1101/sqb.1962.027.001.005 EDGAR RS, 1963, GENETICS TODAY ISHII T, 1975, J MOL BIOL, V97, P655, DOI 10.1016/S0022-2836(75)80065-9 KARAMATA D, 1962, PATHOL MICROBIOL, V25, P575, DOI 10.1159/000161315 SHOWE MK, 1976, J MOL BIOL, V107, P35, DOI 10.1016/S0022-2836(76)80016-2 STEVEN AC, 1976, J MOL BIOL, V106, P187, DOI 10.1016/0022-2836(76)90307-7 WILLIAMS RC, 1974, J MOL BIOL, V88, P547, DOI 10.1016/0022-2836(74)90501-4 WURTZ M, 1976, J MOL BIOL, V101, P39, DOI 10.1016/0022-2836(76)90065-6 Steven, a wurtz, m 2 0 Soc ed scientifiques Paris 06"
,,,,,"Wurtz, M.",,,,,,,,
Folding and capsomere morphology of the P23 surface shell of bacteriophage T4 polyheads from mutants in five different head genes,"Mutants in five different ""head formation"" genes (20, 22, 24, 40, IPIII)† † Abbreviations used: Gene products indicated by P- (e.g. P23); cleaved proteins by asterisk (e.g. P23*). Exception: the ""internal proteins"" IPI, IPII, IPIII. of bacteriophage T4 produce polyheads. ""Coarse"" polyheads, which contain uncleaved P23, constitute over 90% of these tubular particles in fresh lysates. Using optical diffraction and filtration, we show that the pseudo-hexagonal net and the capsomere morphology are common to all coarse polyheads, regardless of genetic origin or polyhead diameter. Micropolymorphism is exhibited in each genetic class with respect to the cylindrical folding of the hexagonal net. We find that the frequency distribution of the diameters and pitch angles is significantly different for polyheads made by mutants affecting either of the major prohead core proteins (IPIII and P22). In every case, the foldings differ from the unique folding characteristic of giant phage capsid, suggesting that the assembly error responsible for producing polyheads instead of proheads involves a misdirection in arranging the P23 shell. By analysing the properties common to the various structures which may be formed out of this net (single-layered polyheads, multi-layered polyheads, proheads), we find that the P23 molecules possess form-determining specificity in terms of an intrinsic curvature of the capsomere bonding. These observations are discussed within the context of form determination of the phage prohead (τ-particle) and of its subsequent conservative maturation to the head of the infective wild-type phage. © 1976.",1976,1976-01-01T00:00:00Z,bacteriophage,"Steven, A. C.",00222836 (ISSN),102,373-407,10.1016/0022-2836(76)90323-5,Journal Article,Journal of Molecular Biology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017284902&doi=10.1016%2f0022-2836%2876%2990323-5&partnerID=40&md5=54daf23d5a3a2ccd155f3d94c9e7e5b4,"Cited By :48 Export Date: 25 January 2021 CODEN: JMOBA Correspondence Address: Steven, A.C.Biozentrum der Universitat Basel Klingelbergstrasse 70, CH-4056 Basel, Switzerland Chemicals/CAS: DNA, Viral; Macromolecular Systems; Viral Proteins Funding text 1: We are grateful to Evelyne Couture and Beatrice ten Heggeler for high-resolution electron microscopy, to Heidi Wunderli and Jacomina van den Broek for collecting the thin-section data, to Dr L. Black and C. L. Hsiao for gifts of the IPO and 40(A142) mutants, and to DOME McCabe and Pauline Lee for typing the manuscript. We benefited greatly from many stimulating conversations with Dr M. Yanagida, and in particular would like to thank Professor E. Kellenberger, who closely followed all stages of the work and made many suggestions. The computations were performed on a Univac 1108 with facilities co-operatively provided by Dr P. Schmid and the staff of the Base1 University Rechenzentrum. Some graphs were plotted at the Computer Centre of W. Hoffman-La Roche using programs written by Dr P. R. Smith. This work was supported by a grant from the Swiss National Fund for Scientific Research and the United States National Institutes of Health. References: Aebi, Smith, Dubochet, Henry, Kellenberger, (1973) J. Supramol. Struct, 1, pp. 498-522; Aebi, Bijlenga, van den Broek, van den Broek, Eiserling, Kellenberger, Kellenberger, Steven, The transformation of τ particles into t4 heads. II. Transformations of the surface lattice an related observations on form determination (1974) Journal of Supramolecular Structure, 2, pp. 239-254; Bijlenga, Scraba, Kellenberger, (1973) Virology, 56, pp. 250-267; Bijlengc, van den Broek, Kellenberger, The transformation of τ-particles into T4 heads. I. Evidence for the conservative mode of this transformation. (1974) Journal of Supramolecular Structure, 2, pp. 45-59; Bijlenga, Aebi, Kellenberger, Properties and structure of a gene 24-controlled T4 giant phage. (1976) J Mol Biol, , in the press; Branton, Klug, Capsid geometry of bacteriophage T2: a freeze-etching study (1975) Journal of Molecular Biology, 92, pp. 559-565; Caspar, Klug, (1962) Cold Spring Harbor Symp. Quant. Biol, 27, pp. 1-24; Cummings, Chapman, DeLong, Couse, (1973) Virology, 54, pp. 245-261; DeRosier, Klug, (1972) J. Mol. Biol, 65, pp. 469-488; Doermann, Eiserling, Boehner, (1973) J. Virol, 12, pp. 374-385; Epstein, Bolle, Steinberg, Kellenberger, Boy de la Tour, Chevalley, Edgar, Leilausis, Physiological Studies of Conditional Lethal Mutants of Bacteriophage T4D (1963) Cold Spring Harbor Symposia on Quantitative Biology, 28, pp. 375-392; Favre, Boy de la Tour, Segrè, Kellenberger, (1965) J. Ultrastruct. Res, 13, pp. 318-342; Finch, Klug, Stretton, (1964) J. Mol. Biol, 10, pp. 570-575; Kellenberger, (1968) Virology, 34, pp. 549-561; Kellenberger, (1976) Proc. des Seminars über Biomolekulare Elektronen mikroscopie, , Kontron GmbH, Munich, in the press; Krimm, Anderson, (1967) J. Mol. Biol, 27, pp. 197-202; Laemmli, Eiserling, (1968) Mol. Gen. Genet, 101, pp. 333-345; Laemmli, Johnson, Maturation of the head of bacteriophage T4 (1973) Journal of Molecular Biology, 80, pp. 601-611; Laemmli, Quittner, (1974) Virology, 62, pp. 283-299; Lake, Leonard, (1974) J. Mol. Biol, 86, pp. 499-518; Leonard, Kleinschmidt, Agabian-Keshishian, Shapiro, Maizel, (1972) J. Mol. Biol, 71, pp. 201-216; Markham, Hitchborn, Hills, Frey, (1964) Virology, 22, pp. 342-359; Mood, Greyhill, (1963) Introduction to Theory of Statistics, , 2nd edit., McGraw-Hill; Moody, (1967) J. Mol. Biol, 25, pp. 167-200; Moody, (1971) 1st Biophys. Cong, pp. 543-546. , E. Broda; Showe, Black, (1973) Nature New Biol, 242, pp. 70-75; Steven, Aebi, Couture, Showe, (1976) J. Mol. Biol, , in the press; Yanagida, Boy de la Tour, Alff-Steinberger, Kellenberger, (1970) J. Mol. Biol, 50, pp. 35-58; Yanagida, DeRosier, Klug, (1972) J. Mol. Biol, 65, pp. 289-299"
,,,,gene,"Aebi, U.",,,,,,,,
,,,,in vitro study,"Showe, M. K.",,,,,,,,
,,,,microorganism,,,,,,,,,
,,,,theoretical study,,,,,,,,,
,,,,Coliphages,,,,,,,,,
,,,,"DNA, Viral",,,,,,,,,
,,,,Escherichia coli,,,,,,,,,
,,,,Genes,,,,,,,,,
,,,,Macromolecular Systems,,,,,,,,,
,,,,Mathematics,,,,,,,,,
,,,,"Microscopy, Electron",,,,,,,,,
,,,,Mutation,,,,,,,,,
,,,,Nucleic Acid Conformation,,,,,,,,,
,,,,Protein Conformation,,,,,,,,,
,,,,Species Specificity,,,,,,,,,
,,,,"Support, U.S. Gov't, P.H.S.",,,,,,,,,
,,,,Viral Proteins,,,,,,,,,
Structure of T4 polyheads. II. A pathway of polyhead transformations as a model for T4 capsid maturation,"We have studied the aberrant tubular polyheads of bacteriophages T4D and T2L as a model system for capsid maturation. Six different types of polyhead surface lattice morphology, and the corresponding protein compositions are reported and discussed. Using in vitro systems to induce transformations between particular polyhead types, we have deduced that the structural classes represent successive points in a transitional pathway. In the first step, coarse polyheads (analogous to the prohead τ-particle) are proteolytically cleaved by a phagecoded protease, a fragment of the gene 21 product. This cleavage of P23 to P23* induces a co-operative lattice transformation in the protein of the surface shell, to a conformation equivalent to that of T2L giant phage capsids. These polyheads (derived either from T4 or T2L lysates) can accept further T4-coded proteins. In doing so, they pass through intermediate structural states, eventually reaching an end point whose unit cell morphology is indistinguishable from that of the giant T4 capsids. At least one protein (called soc (Ishii &amp; Yanagida, 1975)) is bound stoichiometrically to P23* in the end-state conformation. The simulation of several aspects of capsid maturation (cleavage of P23 to P23*, stabilization, and lattice expansion) in the polyhead pathway suggest that it parallels the major events of phage T-even capsid maturation, decoupled from any involvement of DNA packaging. © 1976.",1976,1976-01-01T00:00:00Z,bacteriophage,"Steven, A. C.",00222836 (ISSN),106,187-221,10.1016/0022-2836(76)90307-7,Journal Article,Journal of Molecular Biology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017200229&doi=10.1016%2f0022-2836%2876%2990307-7&partnerID=40&md5=48e8d807353f019ce28a9f3ecd3239a1,"Cited By :82 Export Date: 25 January 2021 CODEN: JMOBA Correspondence Address: Steven, A.C.; Biozentrum der Universitat, Abteilung Mikrobiologie Klingelbergstrasse 70, CH-4056 Basel, Switzerland Chemicals/CAS: DNA, Viral; Macromolecular Systems; Viral Proteins Funding details: European Molecular Biology Laboratory, EMBL Funding details: National Institutes of Health, NIH Funding text 1: The computer analyses were performed on a Univac 1108, with facilities provided by Dr P. Schmid and the staff of Base1 University Rechenzentrum. This work was supported by grants from the Swiss National Foundation for Scientific Research, t,he National Institutes of Health, U.S.A., and A European Molecular Biology Organisation fellowship (to M. 8). References: Aebi, Smith, Dubochet, Henry, Kellenberger, (1973) J. Supramol. Struct, 1, pp. 498-522; Aebi, Bijlenga, van den Broek, van den Broek, Eiserling, Kellenberger, Kellenberger, Steven, The transformation of τ particles into t4 heads. II. Transformations of the surface lattice an related observations on form determination (1974) Journal of Supramolecular Structure, 2, pp. 239-254; Bijlenga, Scraba, Kellenberger, (1973) Virology, 56, pp. 250-267; Bijlenga, van den Broek, Kellenberger, (1974) J. Supramol. Struct, 2, pp. 45-59; Bijlenga, Aebi, Kellenberger, (1976) J. Mol. Biol, 103, pp. 469-498; Black, Brown, (1976) J. Virol, 17, pp. 894-905; Branton, Klug, Capsid geometry of bacteriophage T2: a freeze-etching study (1975) Journal of Molecular Biology, 92, pp. 559-565; Curmnings, Chapman, Delong, Couse, (1973) Virology, 54, pp. 245-261; DeRosier, Klug, (1972) J. Mol. Biol, 65, pp. 469-488; Doermann, Eiserling, Boehner, (1973) J. Virol, 12, pp. 374-385; Epstein, Bolle, Steinberg, Kellenberger, Boy de la Tour, Chevalley, Edgar, Lielausis, Physiological Studies of Conditional Lethal Mutants of Bacteriophage T4D (1963) Cold Spring Harbor Symposia on Quantitative Biology, 28, pp. 375-392; Favre, Boy de la Tour, Segrè, Kellenberger, Studies on the morphopoiesis of the head of phage T-even (1968) Journal of Ultrastructure Research, 13, pp. 318-342; Fenner, Traut, Mason, Wikman-Coffelt, (1975) Anal. Biochem, 63, pp. 595-602; Finch, Klug, Stretton, (1964) J. Mol. Biol, 10, pp. 570-575; Fishbein, (1972) Anal. Biochem, 46, p. 388; Forrest, Cummings, (1971) J. Virol, 8, pp. 41-55; Ishii, Yanagida, (1975) J. Mol. Biol, 97, pp. 655-660; Kellenberger, (1976) Phil. Trans. Roy. Soc. (London), , in the press; Kellenberger, (1976) Proc. des Seminars über Biomolekulare Elektronenmikroskopie (BIOLEM), pp. 46-62. , Kontron GmbH, Munich; Kellenberger, Arber, (1955) Z. Naturforsch, 106, pp. 698-704; Kellenberger, Eiserling, Boy de la Tour, Studies on the morphopoiesis of the head of phage T-even III. The cores of head-related structures (1968) Journal of Ultrastructure Research, 21, pp. 335-360; Kellenberger, Kellenberger-van der Kamp, (1970) FEBS Letters, 8, pp. 140-144; Laemmli, (1970) Nature (London), 227, pp. 680-685; Laemmli, Johnson, Maturation of the head of bacteriophage T4 (1973) Journal of Molecular Biology, 80, pp. 601-611; Laemmli, Quittner, (1974) Virology, 62, pp. 483-499; Laemmli, Mölbert, Showe, Kellenberger, Form-determining function of the genes required for the assembly of the head of bacteriophage T4 (1970) Journal of Molecular Biology, 49, pp. 99-113; Laemmli, Amos, Klug, (1976) Cell, 7, pp. 191-203; Oriorato, Showe, Gene 21 protein-dependent proteolysis in vitro of purified gene 22 product of bacteriophage T4 (1975) Journal of Molecular Biology, 92, pp. 395-412; Showe, Isobe, Oronato, (1976) J. Mol. Biol, , in the press; Simon, (1972) Proc. Nat. Acad. Sci., U.S.A, 69, pp. 907-911; Steven, Aebi, Showe, (1976) J. Mol. Biol, 102, pp. 373-407; Studier, (1973) J. Mol. Biol, 79, pp. 237-248; Tsugita, Black, Showe, (1975) J. Mol. Biol, 98, pp. 271-275; Yanagida, Boy de la Tour, Alff-Steinberger, Kellenberger, (1970) J. Mol. Biol, 50, pp. 35-58; Yanagida, DeRosier, Klug, (1972) J. Mol. Biol, 65, pp. 489-499"
